사업장명,소재지전화,소재지전체주소,좌표정보(x),좌표정보(y)
경희대 현승태권도,221-5960,전라북도 전주시 완산구 삼천동1가 734-1번지,211542.496174,255726.414294
용인체육관,063-243-3379,전라북도 전주시 덕진구 우아동2가 558-11번지,215096.279682,259336.303097
영웅검도관,063-229-1980,전라북도 전주시 완산구 효자동2가 1319-4,209293.737136,256452.269611
한울태권도,283-8578,전라북도 전주시 덕진구 인후동1가 918-1,214997.803973,258639.425444
금강 태권도,277-5686,전라북도 전주시 완산구 서신동 954-2번지,210042.205088,259437.489432
태권도 골든로드,244-2226,전라북도 전주시 덕진구 인후동1가 904-1번지,214806.965743,258685.397899
삼정검도관,247-1199,전라북도 전주시 덕진구 인후동1가 920-5번지,215133.928653,258566.478561
완산제 검도관,229-6376,전라북도 전주시 덕진구 우아동2가 561-7 윤현빌딩,215091.405215,259390.790427
용인대 비상 태권도장,236-7714,전라북도 전주시 완산구 삼천동1가 288-9번지 신정빌딩 305호,210110.919085,255057.380189
신양테마파크,222-0029,전라북도 전주시 완산구 삼천동1가 284-7 3층,210048.919528,255367.204097
한국부부태권도,211-8999,전라북도 전주시 덕진구 반월동 382번지 남양@상가2층,206354.324783,263643.558943
국기태권도장 제1관,273-0577,전라북도 전주시 완산구 서신동 819-7번지 2층,210098.928901,258913.635762
봉영검도관,063-212-4111,전라북도 전주시 덕진구 반월동,206270.308654,263732.312362
용인대 마스터 태권도 -아중본관-,063-908-7575,전라북도 전주시 덕진구 인후동1가 919-6번지,214994.491209,258506.568834
챔피온체육관,063-251-6763,전라북도 전주시 덕진구 금암동 195-4번지,212612.064736,259346.290787
인후태권도,063-241-7282,전라북도 전주시 덕진구 인후동1가 756-30번지,213991.014448,259988.2147
경희대 에이스 태권도장,222-5898,전라북도 전주시 완산구 삼천동1가 289-18번지,210289.461605,255049.549405
진정식복싱클럽,063-254-1277,전라북도 전주시 덕진구 송천동1가 107-179번지,211426.858265,262582.775825
에이스검도관,063-277-5080,전라북도 전주시 완산구 평화동2가 184-32번지,212250.660142,254077.227973
파워복싱,063-251-1156,전라북도 전주시 완산구 서신동 797,210074.868889,259101.139061
효경석사태권도,063-241-7944,전라북도 전주시 덕진구 호성동1가 863-37번지 3층,213482.227788,262275.733067
경희대 K-TOP 태권도,063-222-6875,전라북도 전주시 완산구 효자동3가 1609-15,209470.249787,258603.87523
강산체육관,063-251-7606,전라북도 전주시 덕진구 송천동1가 117번지 우림상가지하2호,211269.888089,262402.844046
신영태비태권도,063-226-0201,전라북도 전주시 완산구 평화동2가 894-2번지,211997.659083,254076.41157
용인대완산유도관,063-284-6565,전라북도 전주시 완산구 평화동2가 184-31번지,212072.029399,254122.366611
해동종합무술원,227-8822,전라북도 전주시 완산구 평화동2가 892-3번지,211940.490134,254094.092946
VIP태권도,221-5898,전라북도 전주시 완산구 평화동2가 514-5번지,211361.847563,254017.993919
원성태권도장,"555-0741,",충청남도 천안시 동남구 원성동 216-38번지,214299.508749,367992.450423
태권멘토스쿨,621-6661,충청남도 천안시 서북구 두정동 660번지 라이프종합상가 307호,211540.584634,369540.002584
상무태권도체육관,552-1122,충청남도 천안시 서북구 두정동 1063번지 레몬타워 405호,211888.492178,370654.527504
나래체육관,041-932-1800,충청남도 보령시 명천동 340-7번지 2층,164809.127791,315826.707539
용인대마스터태권도장,041-934-9375,충청남도 보령시 신흑동 1906번지,156429.660226,312111.65501
활인.우슈.태극권연수원,041-575-3547,충청남도 천안시 동남구 봉명동 32-1번지 (3층),212375.366637,366828.81098
천안 중앙 태권도,582-0613,충청남도 천안시 서북구 성환읍 성환리 449-36번지 1동 3층,211418.688957,379542.807028
대성체육관,574-3031,충청남도 천안시 동남구 봉명동 62-21번지,212065.19169,367154.881243
한얼태권도체육관,041-578-9808,충청남도 천안시 서북구 쌍용동 1363-1번지 선경해누리아파트 상가 B05호,211049.590896,365689.455594
신용태권도,573-9600,충청남도 천안시 동남구 신방동 887번지 학산배학빌딩3층,211472.78325,365609.423943
충무체육관,041-558-8953,충청남도 천안시 서북구 두정동 1143번지 유정빌딩201호,212479.632972,370700.786436
우리아이태권도장,552-1255,충청남도 천안시 서북구 불당동 734번지,209818.938244,367598.819404
백호 태권도,572-4528,충청남도 천안시 서북구 성정동 412번지 데오스빌딩 302호,211998.760199,369140.369209
용인대챔피온태권도,041-554-6502,충청남도 천안시 서북구 두정동 664번지 골드프라자4층,211499.677521,369551.524386
하늘태권도,041-523-3533,"충청남도 천안시 서북구 성거읍 송남리 15-3 지하층,3층,",217817.850853,374561.116959
세계로태권도체육관 2관,041-562-0288,충청남도 천안시 동남구 신부동 543번지 신비프라자 501호,213796.025507,369100.007979
신광수태권도체육관,557-57150,충청남도 천안시 동남구 목천읍 신계리 422번지 동우아파트상가5층,217238.128328,363423.789608
BEST복싱다이어트,522-8255,충청남도 천안시 서북구 백석동 858번지 거성캐슬 501호,210997.379711,369096.756763
보령검도관,932-7733,충청남도 보령시 동대동 1905번지,164307.448023,316039.647744
보령성인태권도아카데미,041-934-8223,충청남도 보령시 대천동 183-8번지,163728.619365,316745.839854
Y복싱클럽,041-931-0110,충청남도 보령시 대천동 289,163038.641248,316238.691798
원 복싱짐,041-935-7111,충청남도 보령시 명천동 396-1번지,164549.466451,315686.867512
벽산 경희 예 한얼태권도,553-9808,충청남도 천안시 동남구 청당동 440번지 벽산블루밍@상가503호,213857.163207,364204.923401
경희대 신화태권도,041-523-0201,충청남도 천안시 서북구 두정동 1761번지 3층,213299.122164,370441.71902
용인대 챔피온 태권도 (1관),554-6503,충청남도 천안시 서북구 두정동 981번지 2층,212034.814246,370434.346743
특사 효 태권도,900-7005,충청남도 천안시 서북구 성환읍 성환리 373-60 2층,211626.615723,379554.326016
황실태권도체육관,565-3088,충청남도 천안시 동남구 신부동 684번지,214177.705,368890.435
서당체육관,552-2553,충청남도 천안시 서북구 불당동 788번지 한성필하우스 702동 상가B01호,210065.549891,366813.380866
최강두리 태권도장,041-554-5755,"충청남도 천안시 서북구 두정동 526-1번지 외2필지 극동늘푸른아파트 상가동 301,302호",211704.726451,369791.760671
경희체육관,575-0793,충청남도 천안시 서북구 성정동 653-1번지,212325.049683,369029.773412
용인대 성도체육관,555-3161,충청남도 천안시 동남구 원성동 431-2번지,213589.922073,367042.850944
한국유도관,568-4475,충청남도 천안시 동남구 신부동 666번지 지하층,214139.035,368998.68
추부태권도장,041-752-7918,충청남도 금산군 추부면 마전리 424-10번지 추부건물 3층,242278.448909,298997.653577
용인대 수리온태권도,041-557-3335,충청남도 천안시 서북구 두정동 1624번지,212959.631895,370557.943609
아이짐 오성 태권도,041-563-4063,충청남도 천안시 서북구 두정동 579-2번지,211467.706703,370019.500593
단국대 우리태권도장,041-567-7988,충청남도 천안시 서북구 백석동 408번지 3층,210295.312131,369513.220934
천안검도관,561-1991,충청남도 천안시 서북구 두정동 1629 영타운 4층,213012.877972,370484.841611
SM태권도,041-578-1713,"충청남도 천안시 서북구 와촌동 173 신동아파밀리에 상가동 201,202,203,204호",212824.012366,367346.939726
최강튼튼태권도,574-4494,충청남도 천안시 서북구 쌍용동 499번지 오성빌딩302호,210373.098547,365235.484778
세계로체육관,562-0288,충청남도 천안시 동남구 신부동 569번지,213729.881665,369054.287673
정무태권도체육관,557-5704,충청남도 천안시 동남구 목천읍 서리 45-9,221102.684059,364798.438955
입장 청룡태권도장,561-9161,충청남도 천안시 서북구 입장면 하장리 81-10번지 3층,219649.014748,378941.444316
신경식검도교실,575-5003,충청남도 천안시 서북구 백석동 871 현대빌딩 지하 101호,211078.026168,368946.161237
호랑이태권도,578-0070,충청남도 천안시 서북구 쌍용동 1542번지 501호,210443.445277,366356.097469
연세대제일체육관,585-8176,충청남도 천안시 서북구 직산읍 모시리 206-13번지 우성@상가 5층 503호,211265.609343,374262.516562
한국태권도,041-573-8568,충청남도 천안시 서북구 쌍용동 388-5번지 3층,211634.944349,366066.446982
아이사랑 태권도장,588-7073,충청남도 천안시 서북구 성환읍 매주리 45-1 부영아파트,211991.295395,377930.123379
강호파이터(우슈),566-1333,충청남도 천안시 서북구 두정동 1005번지 2층,212165.285251,370498.091453
상록유도관,573-5245,충청남도 천안시 서북구 쌍용동 394-9번지 지하,211240.163486,365866.288976
태양태권도전문도장,577-5110,충청남도 천안시 서북구 성정동 725-7번지,212152.765341,368073.565597
태권박사 체육관,523-0234,충청남도 천안시 서북구 두정동 1216번지 2층,212567.570568,370588.933374
천안유도교실,555-8235,충청남도 천안시 동남구 신부동 681번지,214192.684779,368862.523089
마스터 태권도장,041-578-1233,충청남도 천안시 서북구 쌍용동 1561 월봉청솔2차@상가11-201,210302.763574,365828.414318
무궁화체육관,041-563-3388,충청남도 천안시 서북구 두정동 674 지하층,211495.836935,369938.792692
드림태권도스쿨,041-574-2945,충청남도 천안시 서북구 쌍용동 800번지,211730.860467,367585.063795
대한합기도진중관,041-579-5757,충청남도 천안시 서북구 쌍용동 1953번지 타워프라자B1호,210557.043049,366780.053956
소망튼튼체육관,041-583-8860,충청남도 천안시 서북구 성거읍 신월리 6-6번지 2층,214005.789894,375177.936314
청룡태권도,551-2520,충청남도 천안시 동남구 용곡동 554-6번지 외1필지 301호,212319.27293,364219.586542
용인대부영태권도장,555-1006,충청남도 천안시 동남구 목천읍 응원리 241-32번지 아이조움프라자301호,215961.193311,362158.704624
용인대석사청무태권도,041-571-2531,충청남도 천안시 서북구 쌍용동 565번지 한라동백아파트 상가동 201~204호,210998.072175,366432.474484
용인대독수리태권도,575-7966,충청남도 천안시 동남구 용곡동 482-26,211654.923155,365253.957273
세계로孝태권도교육관,041-567-0808,"충청남도 천안시 서북구 백석동 942번지 외2필지 ST프라자 202,203호",210964.860913,369965.69085
태극태권도체육관,041-522-0770,충청남도 천안시 동남구 목천읍 신계리 383-6번지 (2층),217542.677734,362992.813392
도솔 태권도 체육관,041-571-2122,충청남도 천안시 서북구 쌍용동 2045번지 현대6차아파트 상가동 302호,210808.786187,365539.532632
세계효 태권도장,041-551-8777,충청남도 천안시 서북구 불당동 799번지 외 1필지,210234.002533,367133.192823
BEAT 복싱,523-6797,충청남도 천안시 서북구 두정동 1063번지 401호,211888.492178,370654.527504
국가대표 태권도,561-7221,충청남도 천안시 서북구 불당동 8-3번지,209102.0,368691.0
크광 짐,564-8114,충청남도 천안시 서북구 불당동 698번지,209777.75,367709.41
천안BEAT손정오복싱클럽,041-577-7754,충청남도 천안시 동남구 신방동 49-19번지 (3층),211368.914837,365265.389997
단국대 소망태권도장,584-1177,충청남도 천안시 서북구 성거읍 신월리 14-8번지 논현빌딩2층,214230.057506,375086.027219
안서올림픽태권도장,041-569-8864,충청남도 천안시 동남구 안서동 235-5번지,215864.953597,369898.711566
선은검도관,041-563-4137,충청남도 천안시 동남구 사직동 101번지 지층,213115.500874,366943.258713
국가대표용인대차암태권도,567-7989,충청남도 천안시 서북구 차암동 442번지 스마일시티상가A동 204-206호,209169.539186,371378.29449
장정구복싱클럽,561-5568,충청남도 천안시 서북구 두정동 1155번지 4층 401호,212439.69537,370651.407897
홍 복싱클럽,579-3552,충청남도 천안시 서북구 쌍용동 2103번지 204호,210460.033794,367346.566439
드림태권도장,041-631-5478,충청남도 홍성군 갈산면 상촌리 460-3,159727.63966,344637.362065
한국 효 태권도장,041-578-8568,충청남도 천안시 동남구 신방동 13-4번지,211608.972664,365970.721754
용인대 불당 유도관,041-561-6565,충청남도 천안시 서북구 불당동 1823번지 502-503호,209389.751032,367283.562644
